city_pop,job,dob,trans_date,trans_time,amt,merchant,customer_num_trans_1_day,customer_num_trans_7_day,customer_num_trans_30_day,trans_time_secs,trans_time_hrs,trans_time_is_night,trans_time_day,trans_date_is_weekend,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day,customer_txn_count,avg_amt_per_customer,merchant_txn_count,gender_M,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
25992,420,1987-12-08,2022-06-19,09:51:22,217.85,86,2,3,13,15914,9,0,6,1,42.03,70.33,43.78,3539.98,27592.45,666233.38,2,15,23,46,9,207.3311111111111,194,False,False,False,False,True,False,False,False,False,False,False,False,False,False
753116,358,1999-04-29,2023-04-13,18:50:34,71.04,1,3,6,16,11728,2,1,3,0,36.64,15.13,44.99,3294.55,73962.56,873885.53,6,9,13,39,17,59.672941176470594,118,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12414,218,1978-04-08,2022-07-30,03:10:35,87.28,87,0,5,12,51729,7,0,5,1,87.88,73.13,4.19,172.82,97261.25,227640.56,5,11,13,26,19,74.2442105263158,203,True,False,False,False,True,False,False,False,False,False,False,False,False,False
420284,631,1981-02-08,2022-08-30,17:04:12,176.4,83,4,4,12,58956,4,0,1,0,27.94,81.28,16.51,2818.09,49400.41,898358.97,5,8,13,18,9,61.82333333333333,161,True,False,False,False,False,False,False,False,False,True,False,False,False,False
635495,616,1970-03-13,2022-09-09,11:50:01,83.81,604,0,3,8,73709,2,1,4,0,22.31,79.65,6.59,2407.75,51020.76,94057.89,1,8,17,49,21,62.31142857142857,129,False,False,False,False,False,False,False,False,False,False,False,True,False,False
162150,149,1956-05-12,2023-01-28,20:10:56,1.39,457,4,4,13,63046,23,1,5,1,38.6,43.83,5.39,4293.86,3861.93,1064101.51,1,2,14,16,4,31.8125,188,True,False,False,False,False,False,True,False,False,False,False,False,False,False
44899,27,1961-11-29,2022-07-18,06:42:50,11.96,12,1,4,9,4401,6,0,0,0,38.66,45.83,37.22,562.77,71194.82,668773.94,1,2,22,45,10,62.193,194,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19880,623,1983-03-05,2022-06-12,10:43:39,76.24,664,4,9,15,18781,13,0,6,1,52.64,61.34,39.48,3027.66,35532.97,708282.5,0,10,20,32,5,51.022,68,True,False,False,True,False,False,False,False,False,False,False,False,False,False
927396,89,1995-08-12,2022-12-23,19:43:14,11.35,445,4,7,14,35001,6,0,4,0,69.34,54.71,48.68,783.65,77856.57,913656.93,3,9,16,16,15,74.32133333333333,131,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6580,382,1987-10-28,2022-11-01,16:53:26,8.88,22,0,0,5,55360,0,1,1,0,81.92,19.48,43.08,377.98,86329.94,194222.48,3,7,15,9,23,59.07086956521739,215,True,False,False,False,False,False,False,False,False,False,False,False,True,False
89379,114,1940-07-10,2022-06-04,01:51:46,5.29,243,1,6,13,19557,1,1,5,1,2.11,49.6,54.83,3076.38,83743.41,827650.82,6,7,18,36,8,22.45125,180,False,False,True,False,False,False,False,False,False,False,False,False,False,False
38691,250,1974-03-20,2022-06-29,04:08:46,157.11,270,0,0,6,37759,20,0,2,0,75.54,69.34,17.52,2001.24,42182.96,461401.25,1,10,17,19,11,125.03363636363638,179,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14460,397,1990-06-08,2023-04-27,16:44:43,1.73,692,3,5,11,62061,13,0,3,0,15.16,84.2,33.78,3805.42,43768.94,440479.81,4,4,23,41,10,105.149,149,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1241364,351,1984-02-28,2022-11-20,14:17:18,59.68,145,2,6,16,16795,2,1,6,1,33.78,52.84,37.41,2009.41,12033.23,1036231.0,1,10,18,36,8,41.79625,166,False,False,False,False,False,False,False,False,False,False,False,False,False,False
849,353,1971-04-28,2022-06-04,00:00:33,82.42,24,6,8,17,78182,12,0,5,1,50.01,52.27,47.14,1739.06,27342.61,148347.58,0,15,20,34,16,68.58562500000001,164,True,False,True,False,False,False,False,False,False,False,False,False,False,False
564824,571,1989-08-12,2022-12-16,17:12:38,174.28,16,5,6,14,62122,8,0,4,0,2.45,49.9,11.23,3366.92,35379.05,713179.61,6,13,20,19,26,78.13615384615385,138,False,True,False,False,False,False,False,False,False,False,False,False,False,False
83530,333,1980-08-19,2022-12-17,23:40:29,4.7,668,6,8,14,46736,15,0,5,1,81.47,24.53,3.67,2076.04,5626.0,93035.51,3,10,17,22,25,40.6852,139,True,True,False,False,False,False,False,False,False,False,False,False,False,False
489514,107,1990-03-24,2023-01-04,21:29:30,82.77,515,2,5,10,63687,21,1,2,0,83.8,19.33,68.96,4858.27,84288.63,379470.22,4,5,12,17,15,53.346000000000004,111,True,False,False,False,False,True,False,False,False,False,False,False,False,False
107599,346,1967-04-07,2023-03-25,16:23:38,40.28,382,1,2,7,2684,20,0,5,1,64.9,53.39,63.38,2249.86,93141.17,56332.58,5,15,22,17,10,65.44,127,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3721,213,1975-10-13,2023-02-03,12:54:58,53.65,558,0,0,9,14021,20,0,4,0,14.47,47.44,29.11,4588.15,69340.72,28592.21,5,10,22,18,17,124.6370588235294,191,False,False,False,False,False,False,True,False,False,False,False,False,False,False
641349,489,1971-02-06,2023-05-05,17:39:02,42.97,516,0,0,10,45143,5,0,4,0,31.82,84.34,53.68,4782.04,78421.73,669627.03,4,9,17,16,10,373.236,61,False,False,False,False,False,False,False,False,False,False,False,False,False,True
89123,531,1957-10-20,2022-12-09,13:14:30,74.9,648,3,5,10,83871,16,0,4,0,88.97,85.6,12.05,4303.3,5239.4,280532.39,2,3,8,26,9,40.91777777777778,161,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2383912,540,1964-04-10,2022-11-25,08:01:30,44.92,219,6,11,21,22097,23,1,4,0,10.81,42.64,15.92,131.45,18763.4,601666.92,1,2,14,10,8,41.32,171,True,True,False,False,False,False,False,False,False,False,False,False,False,False
69793,128,1992-09-04,2022-12-20,14:39:59,2.4,113,6,8,18,8416,18,0,1,0,33.43,57.12,47.45,2708.51,61415.05,1008539.85,2,9,14,21,8,54.16,110,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18581,462,1986-02-20,2022-06-28,08:49:11,56.58,570,0,2,9,10112,19,0,1,0,87.64,41.86,6.3,2705.63,89458.66,870768.52,4,12,20,12,12,63.94083333333333,201,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1382480,64,1982-07-05,2022-07-31,04:39:41,9.08,427,3,5,10,82077,1,1,6,1,69.55,67.88,8.25,1823.61,76077.73,47798.11,1,5,5,13,17,47.30470588235294,209,True,False,False,False,True,False,False,False,False,False,False,False,False,False
72565,343,1941-05-24,2022-11-04,00:07:20,3.25,637,2,6,14,43754,14,0,4,0,50.86,14.85,57.87,1570.75,41543.9,974547.57,2,4,10,18,16,50.636874999999996,150,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12554,196,1994-09-05,2023-03-15,15:39:18,86.06,78,4,6,12,73957,12,0,2,0,88.01,9.61,7.72,3784.32,85356.23,595846.59,0,5,23,18,14,42.83,170,True,False,False,False,False,False,False,True,False,False,False,False,False,False
155385,292,1984-02-13,2022-12-29,18:55:22,6.25,274,3,7,14,2714,4,0,3,0,73.63,19.29,16.76,1187.99,90762.57,178041.07,5,7,16,14,26,110.07076923076923,115,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40859,578,1956-11-14,2022-09-13,07:56:06,77.91,252,5,9,16,43931,21,1,1,0,47.18,23.12,49.8,2007.57,88021.43,764235.75,7,8,20,33,6,56.11166666666666,197,False,False,False,False,False,False,False,False,False,False,False,False,True,False
63424,219,1977-07-27,2022-10-06,15:42:45,8.69,193,5,9,16,6459,9,0,3,0,27.42,85.87,28.72,2403.49,70740.66,557820.51,1,4,13,32,15,111.38733333333333,150,True,False,False,False,False,False,False,False,False,False,False,True,False,False
69793,631,1946-11-16,2023-02-15,13:04:09,3.31,373,4,9,14,53070,6,0,2,0,37.15,29.23,6.64,1665.58,59113.5,975606.33,0,11,18,49,11,54.82454545454546,174,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3516,303,1993-07-24,2022-06-25,01:16:28,81.68,330,4,6,14,73720,22,1,5,1,85.81,39.21,31.44,671.05,48704.24,438393.48,5,15,18,36,9,35.61333333333333,95,True,False,False,True,False,False,False,False,False,False,False,False,False,False
21263,73,2001-08-10,2022-08-21,22:02:55,8.93,587,5,9,18,56235,14,0,6,1,80.41,49.69,58.07,1315.98,87161.67,312275.53,3,3,18,22,21,34.434761904761906,119,False,False,False,False,False,False,False,False,False,True,False,False,False,False
817312,514,1987-08-22,2022-10-27,21:35:04,11.35,627,3,5,15,34476,0,1,3,0,73.71,78.04,59.34,3149.14,67305.14,908588.88,5,6,17,21,9,98.43,197,False,False,False,False,False,False,False,False,False,False,False,False,True,False
144160,312,1963-05-26,2022-11-25,04:33:06,9.81,2,1,1,11,56866,4,0,4,0,14.11,44.68,46.63,711.28,67684.42,202801.97,2,11,23,19,13,46.60307692307693,172,False,True,False,False,False,False,False,False,False,False,False,False,False,False
520197,270,1993-08-19,2022-06-02,04:42:51,9.9,508,1,1,9,75840,21,1,3,0,62.15,17.95,33.15,3546.65,46158.32,305905.71,5,8,15,49,28,55.089999999999996,184,True,False,True,False,False,False,False,False,False,False,False,False,False,False
83530,311,1952-04-30,2023-05-06,18:25:57,25.39,377,1,4,14,73922,20,0,5,1,26.25,28.84,13.7,4744.2,26664.58,113794.64,1,9,10,34,18,59.413333333333334,56,False,False,False,False,False,False,False,False,False,False,False,False,False,True
155317,62,1992-03-27,2022-10-15,17:45:25,4.33,409,1,1,6,56927,11,0,5,1,43.57,79.47,25.71,4110.25,6084.78,587132.14,7,9,12,16,19,33.194736842105264,215,True,False,False,False,False,False,False,False,False,False,False,False,True,False
190249,153,1991-09-22,2022-09-10,21:58:17,4.09,297,2,2,9,66281,4,0,5,1,29.62,78.25,31.31,4561.02,44952.55,995668.45,0,1,8,36,21,54.65571428571428,144,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1241364,268,1976-06-16,2022-10-03,20:33:39,92.47,502,6,7,14,33000,19,0,0,0,14.5,47.95,55.26,2172.73,86002.92,102291.53,2,13,23,34,8,27.0,153,True,False,False,False,False,False,False,False,False,False,False,True,False,False
45538,187,1980-10-11,2022-10-20,12:21:44,171.28,438,0,0,6,9739,2,1,3,0,42.18,63.27,56.36,1745.65,66184.91,1068745.35,6,10,15,37,18,86.63,192,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16140,239,1972-03-19,2022-10-11,04:54:06,62.08,403,1,4,9,18613,13,0,1,0,66.2,16.65,65.28,1788.61,12082.36,39446.12,7,7,8,15,11,40.052727272727275,206,True,False,False,False,False,False,False,False,False,False,False,False,True,False
183865,5,1997-03-13,2022-06-25,05:35:02,82.9,478,0,3,12,889,9,0,5,1,40.6,79.4,14.05,282.84,21140.42,697462.48,3,12,13,34,36,61.04222222222222,80,True,False,False,True,False,False,False,False,False,False,False,False,False,False
228365,168,1995-08-01,2022-08-25,16:01:51,11.91,521,1,4,10,51187,10,0,3,0,83.41,84.71,57.08,4248.38,28386.8,489337.84,5,5,18,44,23,123.05260869565218,145,True,False,False,False,False,False,False,False,False,True,False,False,False,False
419138,621,2001-07-09,2022-05-27,09:17:02,33.79,622,1,2,8,31848,16,0,4,0,89.37,30.56,34.82,217.48,32777.13,806031.47,0,2,8,9,10,54.81999999999999,174,True,False,True,False,False,False,False,False,False,False,False,False,False,False
53889,554,1940-01-13,2023-02-28,21:42:15,9.34,192,3,5,11,4218,2,1,1,0,73.06,40.63,57.3,2027.39,66704.64,360223.57,4,8,16,12,15,50.394,181,True,False,False,False,False,False,False,True,False,False,False,False,False,False
299480,558,1967-10-19,2022-07-07,01:23:39,7.55,73,6,9,17,34350,12,0,3,0,5.43,43.47,61.59,3289.68,58303.18,26370.76,6,15,15,30,6,52.855,201,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47065,195,1965-02-12,2022-12-24,18:34:59,25.91,111,3,5,12,1386,17,0,5,1,75.96,70.95,44.47,168.67,42383.15,505758.53,0,15,18,15,5,93.232,195,False,False,False,False,False,False,True,False,False,False,False,False,False,False
795220,485,1987-12-16,2022-10-08,21:12:16,50.43,601,5,7,13,26189,21,1,5,1,12.8,51.27,67.74,3341.75,33933.56,442676.98,5,15,23,45,18,73.3411111111111,184,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39898,551,1975-11-17,2022-12-22,16:43:46,44.39,532,0,0,5,9600,23,1,3,0,11.65,24.18,13.54,2076.38,89497.03,768986.26,2,2,4,8,4,34.175,125,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28996,214,1983-06-25,2022-09-10,23:12:38,36.79,105,2,7,14,84121,21,1,5,1,79.88,67.25,59.61,4997.05,33119.9,847476.77,0,10,12,38,13,87.86538461538461,281,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8512,583,1971-03-29,2022-08-28,08:35:36,68.2,193,3,8,16,44556,14,0,6,1,38.85,52.9,56.43,240.41,85245.42,729773.85,6,11,18,12,12,73.835,150,True,False,False,False,False,False,False,False,False,False,False,True,False,False
26996,65,1965-05-15,2022-11-17,04:00:17,6.1,151,1,2,9,20891,22,1,3,0,22.08,31.6,26.76,592.12,46707.89,849406.12,2,5,19,40,2,59.404999999999994,162,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1826,596,1929-07-30,2022-12-08,14:56:29,93.16,230,2,5,15,72913,0,1,3,0,37.84,69.47,27.51,2345.36,32265.77,121037.6,6,12,16,18,7,197.8757142857143,127,False,True,False,False,False,False,False,False,False,False,False,False,False,False
248858,612,1985-07-05,2023-03-27,21:06:27,52.57,658,0,4,12,48963,23,1,0,0,15.91,16.44,41.94,3771.22,65238.91,589459.45,1,1,21,37,11,67.83636363636364,182,True,False,False,False,False,False,False,True,False,False,False,False,False,False
14310,533,1981-03-28,2023-01-07,15:51:08,9.23,532,2,6,15,59382,15,0,5,1,77.28,47.96,63.38,1606.7,29230.71,971724.93,5,15,16,46,13,27.10076923076923,125,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1417793,385,1992-04-13,2022-11-27,22:29:05,2.79,167,6,6,12,31219,0,1,6,1,65.22,32.38,7.6,1963.72,47226.9,59002.18,1,9,9,29,15,139.232,142,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228095,10,1986-06-22,2022-12-09,16:33:16,106.16,361,6,11,16,22074,15,0,4,0,10.23,48.54,59.85,3130.35,63515.2,144550.97,5,12,14,33,27,53.047407407407405,181,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1943,415,2001-10-17,2023-04-06,17:00:28,171.22,692,4,9,15,77939,1,1,3,0,73.35,68.39,49.62,2883.58,9386.52,565040.87,3,11,13,11,25,91.95120000000001,149,True,False,False,False,False,False,False,False,False,False,True,False,False,False
21137,42,1983-09-21,2022-09-11,14:47:08,1.85,57,6,6,11,34631,9,0,6,1,37.97,28.45,14.35,1836.2,34473.44,1043649.52,0,12,23,50,14,46.81285714285714,134,True,False,False,False,False,False,False,False,False,True,False,False,False,False
837792,167,1987-02-11,2022-11-18,16:07:55,27.09,133,6,6,13,12962,16,0,4,0,68.0,41.94,46.13,4251.44,43884.93,562195.63,2,2,8,48,27,40.9974074074074,144,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1655,603,1987-03-22,2023-03-20,22:35:25,4.12,66,2,2,11,56754,9,0,0,0,80.75,53.17,28.13,3583.48,14604.17,1076529.55,4,14,16,22,16,22.864375,185,False,False,False,False,False,False,False,True,False,False,False,False,False,False
847415,316,1945-05-13,2022-05-29,04:32:02,104.56,183,1,4,13,69452,5,0,6,1,26.23,64.77,13.38,1625.16,56174.06,445357.86,5,8,18,37,9,58.724444444444444,141,True,False,True,False,False,False,False,False,False,False,False,False,False,False
4062,280,1929-02-13,2023-03-21,16:46:32,11.97,159,5,6,16,16695,15,0,1,0,45.01,38.43,2.29,2580.15,10704.13,396641.08,7,11,17,17,8,7.82,125,True,False,False,False,False,False,False,False,False,False,True,False,False,False
270712,416,2004-05-13,2022-10-08,15:07:54,29.46,659,5,10,18,57689,4,0,5,1,57.41,61.34,32.88,2961.3,40606.77,424138.34,4,10,23,44,27,98.62814814814816,195,True,False,False,False,False,False,False,False,False,False,False,False,True,False
52879,327,1967-03-21,2022-11-13,03:11:40,79.4,289,5,9,18,35437,13,0,6,1,67.09,28.55,29.9,3021.03,41868.81,685176.29,6,7,23,29,16,78.56875,151,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207224,560,1974-11-26,2023-03-23,13:54:29,39.66,529,6,10,16,85145,3,1,3,0,33.68,23.06,41.69,2913.35,79111.26,43988.24,2,6,15,8,10,25.55,186,True,False,False,False,False,False,False,True,False,False,False,False,False,False
4874,311,2002-05-15,2022-09-07,12:33:40,14.53,593,0,1,11,60661,13,0,2,0,82.54,73.77,69.43,990.76,89578.09,1056334.03,7,14,14,37,19,71.72052631578947,146,False,False,False,False,False,False,False,False,False,False,False,True,False,False
900273,187,1977-07-20,2022-08-21,23:59:41,147.95,615,3,7,14,55023,17,0,6,1,61.44,65.43,59.32,3119.05,85926.99,623098.9,7,10,20,16,5,131.722,147,True,False,False,False,False,False,False,False,False,True,False,False,False,False
479994,205,1990-12-18,2023-04-19,22:01:08,8.1,114,6,8,13,75684,14,0,2,0,76.61,73.58,2.72,1674.66,77087.69,621094.25,2,4,16,20,6,153.85999999999999,158,True,False,False,False,False,False,False,False,False,False,True,False,False,False
60773,480,1975-11-27,2022-06-10,07:38:39,87.87,407,4,4,13,37120,14,0,4,0,67.67,69.46,30.42,1546.77,77033.18,939641.16,1,6,12,36,18,50.291666666666664,161,True,False,True,False,False,False,False,False,False,False,False,False,False,False
105321,373,1977-11-19,2022-12-17,22:37:23,20.76,205,0,5,10,13679,15,0,5,1,69.45,47.4,68.57,1003.43,23575.71,684976.98,4,7,19,44,11,41.17727272727273,156,True,True,False,False,False,False,False,False,False,False,False,False,False,False
41239,597,1970-07-21,2022-10-02,02:54:32,1.92,22,6,7,17,14917,1,1,6,1,84.71,19.17,13.18,4753.77,29943.94,954483.49,1,11,23,49,11,41.911818181818184,215,True,False,False,False,False,False,False,False,False,False,False,False,True,False
12318,511,2004-08-09,2023-04-23,17:14:36,104.05,71,2,7,15,70028,3,1,6,1,28.63,42.14,61.83,838.82,11712.09,200470.46,7,8,14,18,12,30.361666666666668,60,True,False,False,False,False,False,False,False,False,False,False,False,False,True
130569,267,1980-02-25,2022-11-03,14:56:07,37.75,310,2,5,12,49806,4,0,3,0,10.58,19.55,40.73,721.44,25753.19,999544.87,5,8,12,37,30,129.00033333333332,203,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6643,418,1995-07-28,2023-02-15,17:24:24,26.21,279,2,3,12,62802,7,0,2,0,72.93,82.34,9.0,4661.31,9705.86,619127.0,6,8,22,47,14,75.53642857142857,202,False,False,False,False,False,False,True,False,False,False,False,False,False,False
24438,52,1994-07-01,2022-08-20,18:00:01,199.34,615,1,5,11,18462,1,1,5,1,7.68,18.3,59.8,3317.79,51225.37,223261.69,6,11,12,46,5,930.7220000000001,147,True,False,False,False,False,False,False,False,False,True,False,False,False,False
16654,575,1999-05-29,2023-02-20,13:11:00,3.65,612,4,6,16,32470,23,1,0,0,35.64,51.35,27.78,1702.61,5663.08,324086.83,2,10,18,30,7,29.765714285714285,185,False,False,False,False,False,False,False,True,False,False,False,False,False,False
194500,337,2002-05-01,2023-04-01,21:34:40,3.19,371,3,7,12,81399,16,0,5,1,44.38,64.5,11.81,1748.96,17655.15,787229.76,5,6,13,7,34,102.86088235294118,134,True,False,False,False,False,False,False,False,False,False,True,False,False,False
711693,22,1974-07-16,2022-08-08,05:41:49,96.49,615,5,6,14,14512,14,0,0,0,78.21,15.93,13.45,4912.34,56655.5,221898.7,2,9,16,10,17,77.24529411764706,147,False,False,False,False,False,False,False,False,False,True,False,False,False,False
112033,636,1961-12-15,2022-12-17,16:34:34,59.17,171,2,5,13,67166,3,1,5,1,16.44,38.7,47.79,4650.18,85894.24,409799.4,2,10,23,10,10,47.115,125,False,False,False,False,False,True,False,False,False,False,False,False,False,False
206095,418,1965-05-28,2023-04-15,22:40:22,34.99,382,5,7,17,40566,5,0,5,1,34.53,54.82,46.79,2074.52,78268.32,208915.58,0,4,15,29,4,41.445,127,False,False,False,False,False,False,False,False,False,False,True,False,False,False
165571,326,2002-07-31,2023-01-24,21:26:13,37.25,46,6,9,18,285,0,1,1,0,12.99,2.97,65.43,2738.87,79761.96,792471.37,7,12,14,21,6,34.725,202,True,False,False,False,False,False,True,False,False,False,False,False,False,False
64614,78,1959-01-17,2023-04-12,17:29:43,22.06,525,3,4,12,85319,14,0,2,0,64.93,18.99,18.9,207.92,82328.93,753647.42,1,5,13,31,13,43.47923076923077,129,False,False,False,False,False,False,False,False,False,False,True,False,False,False
479994,151,1993-08-18,2023-03-06,22:37:34,15.58,122,3,4,13,38552,2,1,0,0,13.45,80.7,61.4,3944.91,32935.3,1031403.27,2,10,22,31,13,43.22384615384616,182,True,False,False,False,False,False,False,True,False,False,False,False,False,False
168159,469,1973-12-27,2023-03-06,16:51:37,78.14,519,3,8,14,16414,13,0,0,0,18.77,77.15,42.74,1603.29,72356.22,599913.31,3,13,17,33,24,78.69625,174,True,False,False,False,False,False,False,True,False,False,False,False,False,False
98078,164,1952-08-18,2022-07-08,08:24:27,88.87,329,5,9,18,2960,6,0,4,0,53.74,1.99,35.72,2423.01,54908.84,792349.63,2,7,18,9,13,154.07076923076923,171,False,False,False,False,True,False,False,False,False,False,False,False,False,False
403114,170,1967-12-07,2022-06-25,00:46:17,71.78,241,5,10,18,28340,1,1,5,1,32.15,79.42,64.77,1283.74,10216.21,686908.74,7,15,17,29,16,68.85875,172,True,False,False,False,True,False,False,False,False,False,False,False,False,False
15469,105,1992-05-09,2023-03-01,12:33:01,53.78,61,6,7,17,84825,3,1,2,0,79.59,56.57,23.55,2680.84,30718.26,972230.67,6,15,19,21,21,86.16857142857143,146,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10307,25,1976-12-31,2023-04-16,20:17:08,4.01,382,5,10,19,35721,6,0,6,1,31.88,49.49,43.5,949.9,52656.13,1056963.31,1,14,21,22,19,46.02894736842105,127,True,False,False,False,False,False,False,False,False,False,True,False,False,False
70223,283,1971-07-22,2022-07-27,10:05:30,73.12,523,1,5,11,26525,19,0,2,0,16.21,63.26,32.61,3982.07,5568.91,766112.12,2,3,3,27,10,61.492,100,False,False,False,False,False,False,False,False,True,False,False,False,False,False
135222,398,1989-03-13,2022-06-28,03:46:22,141.41,427,3,3,11,74823,18,0,1,0,38.31,42.19,2.02,4790.83,9196.64,1055795.18,3,9,15,9,23,79.23260869565217,209,False,False,False,False,True,False,False,False,False,False,False,False,False,False
75066,271,1969-02-24,2022-12-13,15:14:58,26.03,350,4,8,15,50386,10,0,1,0,52.11,27.48,54.51,4583.15,14579.24,280478.34,4,6,15,49,8,15.28125,136,True,False,False,False,False,True,False,False,False,False,False,False,False,False
80496,373,1949-11-25,2022-05-17,05:29:15,3.58,522,2,4,10,28191,4,0,1,0,1.16,17.97,63.35,2232.37,2973.25,1010876.45,3,6,20,19,13,41.49615384615385,177,True,False,True,False,False,False,False,False,False,False,False,False,False,False
150988,168,1952-05-31,2022-12-28,13:03:23,6.5,68,1,2,9,79654,12,0,2,0,60.53,26.42,23.9,644.15,91470.23,632457.59,6,8,19,16,17,34.27470588235294,203,False,False,False,False,False,False,True,False,False,False,False,False,False,False
59705,476,1976-10-09,2023-04-10,23:56:22,6.14,54,2,3,9,13997,21,1,0,0,2.16,75.49,53.34,1284.7,60465.63,660863.71,1,5,22,22,10,30.905,146,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4231,21,1990-02-04,2022-11-13,12:54:22,1.99,320,3,5,11,38426,4,0,6,1,52.74,10.8,36.1,4173.96,13757.95,543354.68,7,10,10,21,13,23.794615384615383,126,True,False,False,False,False,False,False,False,False,False,False,False,False,False
321490,332,1986-01-31,2023-01-26,23:54:55,83.5,679,5,8,14,23767,5,0,3,0,64.87,52.65,45.09,883.07,70183.48,872689.64,5,11,12,19,19,88.38315789473684,191,True,False,False,False,False,False,True,False,False,False,False,False,False,False
72079,482,2000-01-03,2022-10-30,18:43:26,77.86,575,2,2,8,61565,11,0,6,1,37.27,19.11,47.46,4444.56,47961.73,218045.21,5,5,9,25,19,48.705263157894734,198,False,False,False,False,False,False,False,False,False,False,False,False,True,False
141894,20,1967-05-18,2023-05-05,20:26:03,2.62,339,6,8,13,16523,13,0,4,0,37.93,11.26,33.59,3004.98,73090.68,712033.58,3,9,14,12,11,60.96181818181819,53,False,False,False,False,False,False,False,False,False,False,False,False,False,True
431336,633,1964-05-19,2022-09-06,00:08:23,5.01,311,2,7,14,68659,6,0,1,0,3.21,81.48,50.63,2060.14,57263.42,713999.93,3,13,13,38,19,62.37736842105264,154,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1686,425,1961-04-26,2022-09-10,01:28:56,6.39,502,6,9,19,10143,20,0,5,1,16.45,78.5,22.18,2446.52,46130.13,874521.12,6,9,15,9,7,43.08428571428571,153,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1587,611,2001-01-28,2022-09-03,18:29:51,1.33,250,3,3,9,2443,18,0,5,1,85.5,42.97,58.58,2076.9,28142.05,846153.27,3,10,18,16,19,57.683684210526316,139,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2906700,543,1953-01-26,2023-01-16,23:54:55,10.26,402,5,9,19,61366,9,0,0,0,25.05,9.53,48.33,447.03,26129.73,459605.42,7,9,20,29,14,58.542142857142856,190,False,False,False,False,False,False,True,False,False,False,False,False,False,False
163734,261,1966-07-06,2022-12-21,18:03:21,82.35,690,5,6,11,76827,20,0,2,0,69.16,51.83,32.01,2102.08,77453.67,736593.95,2,7,14,13,15,83.32933333333334,124,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40153,93,1963-07-24,2022-10-20,10:19:20,5.05,277,1,4,13,11910,20,0,3,0,24.87,14.79,67.35,1928.81,99723.11,60011.65,0,7,23,14,17,38.80058823529412,198,False,False,False,False,False,False,False,False,False,False,False,False,True,False
248858,198,1985-10-02,2022-07-30,02:31:56,145.87,384,2,5,14,13274,8,0,5,1,10.02,57.51,52.74,2287.08,18731.88,506063.19,1,7,15,21,23,73.87130434782608,132,False,False,False,False,False,False,False,False,False,True,False,False,False,False
126874,497,1980-02-10,2022-08-21,21:04:02,81.67,297,1,1,9,26253,12,0,6,1,86.16,50.07,13.59,2781.2,27918.38,201888.58,6,9,22,32,23,83.98826086956522,144,True,False,False,False,False,False,False,False,False,True,False,False,False,False
817312,460,1991-11-13,2022-09-07,19:47:56,38.62,452,5,6,11,10883,14,0,2,0,58.92,32.08,64.47,3103.46,11878.56,180676.9,2,9,18,34,9,50.196666666666665,135,True,False,False,False,False,False,False,False,False,True,False,False,False,False
11039,94,1960-11-30,2023-04-02,20:14:29,9.89,35,1,5,12,81951,5,0,6,1,8.24,54.53,35.99,729.06,1711.85,33046.3,0,6,17,14,12,26.019166666666667,130,True,False,False,False,False,False,False,False,False,False,True,False,False,False
